x,y,theta,velocitiess
6.706599678,-14.05712916,0.903030355,2.575315381
6.747172992,-14.03746764,0.929774854,2.610832369
6.787746305,-14.01780613,0.956519353,2.646349357
6.828319619,-13.99814461,0.983263852,2.681866346
6.868892933,-13.9784831,1.010008351,2.717383334
6.909466247,-13.95882159,1.036752851,2.752900322
6.933426356,-13.92114044,1.052493867,2.76437678
6.956313038,-13.88229499,1.067523917,2.77429991
6.97919972,-13.84344955,1.082553966,2.784223039
7.002086403,-13.8046041,1.097584016,2.794146169
7.024973085,-13.76575865,1.112614066,2.804069298
7.047859767,-13.72691321,1.127644115,2.813992428
7.070746449,-13.68806776,1.142674165,2.823915557
7.093633131,-13.64922231,1.157704215,2.833838687
7.116519813,-13.61037687,1.172734264,2.843761816
7.139406495,-13.57153142,1.187764314,2.853684946
7.162293177,-13.53268597,1.202794364,2.863608075
7.18517986,-13.49384053,1.217824413,2.873531205
7.208066542,-13.45499508,1.232854463,2.883454334
7.230953224,-13.41614963,1.247884513,2.893377464
7.253839906,-13.37730419,1.262914562,2.903300593
7.276726588,-13.33845874,1.277944612,2.913223723
7.29961327,-13.29961329,1.292974662,2.923146852
7.322499952,-13.26076785,1.308004711,2.933069982
7.345386634,-13.2219224,1.323034761,2.942993111
7.368273317,-13.18307695,1.338064811,2.952916241
7.391159999,-13.14423151,1.35309486,2.962839371
7.414046681,-13.10538606,1.36812491,2.9727625
7.424877236,-13.06191229,1.375969296,2.99142097
7.433864453,-13.01773085,1.382715018,3.011415043
7.442851669,-12.97354942,1.389460741,3.031409116
7.451838885,-12.92936799,1.396206464,3.05140319
7.460826101,-12.88518656,1.402952187,3.071397263
7.469813317,-12.84100513,1.409697909,3.091391336
7.478800534,-12.7968237,1.416443632,3.111385409
7.48778775,-12.75264227,1.423189355,3.131379482
7.496774966,-12.70846083,1.429935078,3.151373555
7.505762182,-12.6642794,1.4366808,3.171367628
7.514749398,-12.62009797,1.443426523,3.191361702
7.523736614,-12.57591654,1.450172246,3.211355775
7.532723831,-12.53173511,1.456917969,3.231349848
7.541711047,-12.48755368,1.463663691,3.251343921
7.550698263,-12.44337225,1.470409414,3.271337994
7.559685479,-12.39919081,1.477155137,3.291332067
7.568672695,-12.35500938,1.48390086,3.31132614
7.577659911,-12.31082795,1.490646582,3.331320214
7.586647128,-12.26664652,1.497392305,3.351314287
7.595634344,-12.22246509,1.504138028,3.37130836
7.60462156,-12.17828366,1.510883751,3.391302433
7.613608776,-12.13410223,1.517629473,3.411296506
7.617760758,-12.08930834,1.521839176,3.429294885
7.620073011,-12.04428144,1.525083965,3.446533935
7.622385264,-11.99925453,1.528328753,3.463772985
7.624697517,-11.95422762,1.531573541,3.481012035
7.62700977,-11.90920071,1.534818329,3.498251084
7.629322023,-11.86417381,1.538063117,3.515490134
7.631634275,-11.8191469,1.541307905,3.532729184
7.633946528,-11.77411999,1.544552693,3.549968233
7.636258781,-11.72909308,1.547797482,3.567207283
7.638571034,-11.68406617,1.55104227,3.584446333
7.640883287,-11.63903927,1.554287058,3.601685383
7.64319554,-11.59401236,1.557531846,3.618924432
7.645507793,-11.54898545,1.560776634,3.636163482
7.647820046,-11.50395854,1.564021422,3.653402532
7.650132299,-11.45893164,1.56726621,3.670641581
7.652444551,-11.41390473,1.570510999,3.687880631
7.654756804,-11.36887782,1.573755787,3.705119681
7.657069057,-11.32385091,1.577000575,3.72235873
7.65938131,-11.278824,1.580245363,3.73959778
7.661693563,-11.2337971,1.583490151,3.75683683
7.664005816,-11.18877019,1.586734939,3.77407588
7.666318069,-11.14374328,1.589979728,3.791314929
7.666535508,-11.09868392,1.592025808,3.807961409
7.665619293,-11.05360699,1.593423181,3.824287208
7.664703078,-11.00853006,1.594820555,3.840613006
7.663786863,-10.96345313,1.596217928,3.856938804
7.662870648,-10.9183762,1.597615301,3.873264602
7.661954433,-10.87329927,1.599012675,3.889590401
7.661038218,-10.82822235,1.600410048,3.905916199
7.660122003,-10.78314542,1.601807422,3.922241997
7.659205788,-10.73806849,1.603204795,3.938567795
7.658289573,-10.69299156,1.604602169,3.954893594
7.657373359,-10.64791463,1.605999542,3.971219392
7.656457144,-10.6028377,1.607396916,3.98754519
7.655540929,-10.55776077,1.608794289,4.003870988
7.654624714,-10.51268385,1.610191663,4.020196787
7.653708499,-10.46760692,1.611589036,4.036522585
7.652792284,-10.42252999,1.612986409,4.052848383
7.651876069,-10.37745306,1.614383783,4.069174182
7.650959854,-10.33237613,1.615781156,4.08549998
7.650043639,-10.2872992,1.61717853,4.101825778
7.649127425,-10.24222227,1.618575903,4.118151576
7.64821121,-10.19714535,1.619973277,4.134477375
7.647294995,-10.15206842,1.62137065,4.150803173
7.645559299,-10.10702079,1.622209356,4.165886971
7.643254271,-10.06199351,1.62265993,4.180107891
7.640949243,-10.01696623,1.623110503,4.194328812
7.638644215,-9.971938951,1.623561076,4.208549732
7.636339187,-9.926911672,1.624011649,4.222770652
7.634034159,-9.881884394,1.624462222,4.236991573
7.631729131,-9.836857116,1.624912795,4.251212493
7.629424103,-9.791829838,1.625363369,4.265433414
7.627119075,-9.746802559,1.625813942,4.279654334
7.624814047,-9.701775281,1.626264515,4.293875255
7.622509019,-9.656748003,1.626715088,4.308096175
7.620203992,-9.611720725,1.627165661,4.322317096
7.617898964,-9.566693447,1.627616234,4.336538016
7.615593936,-9.521666168,1.628066808,4.350758936
7.613288908,-9.47663889,1.628517381,4.364979857
7.61098388,-9.431611612,1.628967954,4.379200777
7.608678852,-9.386584334,1.629418527,4.393421698
7.606373824,-9.341557055,1.6298691,4.407642618
7.604068796,-9.296529777,1.630319673,4.421863539
7.601763768,-9.251502499,1.630770247,4.436084459
7.59945874,-9.206475221,1.63122082,4.45030538
7.597153712,-9.161447942,1.631671393,4.4645263
7.594623826,-9.116433297,1.631891945,4.477608612
7.591870793,-9.071431189,1.631884225,4.489560981
7.58911776,-9.026429081,1.631876506,4.50151335
7.586364728,-8.981426972,1.631868786,4.513465718
7.583611695,-8.936424864,1.631861067,4.525418087
7.580858663,-8.891422756,1.631853347,4.537370456
7.57810563,-8.846420648,1.631845628,4.549322825
7.575352597,-8.801418539,1.631837908,4.561275194
7.572599565,-8.756416431,1.631830189,4.573227563
7.569846532,-8.711414323,1.631822469,4.585179931
7.567093499,-8.666412214,1.63181475,4.5971323
7.564340467,-8.621410106,1.63180703,4.609084669
7.561587434,-8.576407998,1.631799311,4.621037038
7.558834401,-8.53140589,1.631791591,4.632989407
7.556081369,-8.486403781,1.631783872,4.644941776
7.553328336,-8.441401673,1.631776152,4.656894144
7.550575304,-8.396399565,1.631768433,4.668846513
7.547822271,-8.351397456,1.631760713,4.680798882
7.545069238,-8.306395348,1.631752994,4.692751251
7.542316206,-8.26139324,1.631745274,4.70470362
7.539563173,-8.216391132,1.631737555,4.716655989
7.53681014,-8.171389023,1.631729835,4.728608357
7.534060524,-8.126386706,1.63159453,4.739585015
7.531315154,-8.08138413,1.631300682,4.749349225
7.528569783,-8.036381554,1.631006835,4.759113436
7.525824413,-7.991378977,1.630712987,4.768877647
7.523079042,-7.946376401,1.630419139,4.778641857
7.520333672,-7.901373825,1.630125292,4.788406068
7.517588301,-7.856371248,1.629831444,4.798170278
7.514842931,-7.811368672,1.629537597,4.807934489
7.51209756,-7.766366095,1.629243749,4.8176987
7.50935219,-7.721363519,1.628949902,4.82746291
7.506606819,-7.676360943,1.628656054,4.837227121
7.503861449,-7.631358366,1.628362206,4.846991332
7.501116079,-7.58635579,1.628068359,4.856755542
7.498370708,-7.541353214,1.627774511,4.866519753
7.495625338,-7.496350637,1.627480664,4.876283963
7.492879967,-7.451348061,1.627186816,4.886048174
7.490134597,-7.406345485,1.626892969,4.895812385
7.487389226,-7.361342908,1.626599121,4.905576595
7.484643856,-7.316340332,1.626305273,4.915340806
7.481898485,-7.271337755,1.626011426,4.925105017
7.479153115,-7.226335179,1.625717578,4.934869227
7.476407744,-7.181332603,1.625423731,4.944633438
7.473786444,-7.13632286,1.625088493,4.953565307
7.471332318,-7.091303462,1.624697485,4.961375662
7.468878191,-7.046284064,1.624306477,4.969186016
7.466424065,-7.001264666,1.623915469,4.976996371
7.463969939,-6.956245268,1.623524461,4.984806726
7.461515813,-6.91122587,1.623133453,4.99261708
7.459061687,-6.866206472,1.622742445,5.000427435
7.456607561,-6.821187074,1.622351437,5.00823779
7.454153435,-6.776167676,1.621960429,5.016048144
7.451699309,-6.731148278,1.621569421,5.023858499
7.449245183,-6.686128879,1.621178414,5.031668854
7.446791057,-6.641109481,1.620787406,5.039479209
7.444336931,-6.596090083,1.620396398,5.047289563
7.441882805,-6.551070685,1.62000539,5.055099918
7.439428678,-6.506051287,1.619614382,5.062910273
7.436974552,-6.461031889,1.619223374,5.070720627
7.434520426,-6.416012491,1.618832366,5.078530982
7.4320663,-6.370993093,1.618441358,5.086341337
7.429612174,-6.325973695,1.61805035,5.094151691
7.427158048,-6.280954297,1.617659342,5.101962046
7.424703922,-6.235934899,1.617268334,5.109772401
7.422249796,-6.190915501,1.616877326,5.117582755
7.419961683,-6.145887769,1.61661127,5.124582317
7.417894861,-6.100848928,1.61651177,5.130501111
7.415828039,-6.055810087,1.61641227,5.136419905
7.413761218,-6.010771246,1.61631277,5.142338699
7.411694396,-5.965732405,1.61621327,5.148257493
7.409627574,-5.920693564,1.61611377,5.154176287
7.407560752,-5.875654723,1.61601427,5.160095082
7.40549393,-5.830615882,1.61591477,5.166013876
7.403427109,-5.785577042,1.61581527,5.17193267
7.401360287,-5.740538201,1.61571577,5.177851464
7.399293465,-5.69549936,1.61561627,5.183770258
7.397226643,-5.650460519,1.61551677,5.189689052
7.395159822,-5.605421678,1.61541727,5.195607847
7.393093,-5.560382837,1.61531777,5.201526641
7.391026178,-5.515343996,1.61521827,5.207445435
7.388959356,-5.470305156,1.61511877,5.213364229
7.386892534,-5.425266315,1.61501927,5.219283023
7.384825713,-5.380227474,1.61491977,5.225201817
7.382758891,-5.335188633,1.61482027,5.231120612
7.380692069,-5.290149792,1.61472077,5.237039406
7.378625247,-5.245110951,1.61462127,5.2429582
7.376558426,-5.20007211,1.61452177,5.248876994
7.374533785,-5.15503138,1.614748341,5.253902815
7.372565562,-5.109988123,1.615411036,5.257734269
7.370597338,-5.064944865,1.616073731,5.261565724
7.368629115,-5.019901608,1.616736426,5.265397178
7.366660892,-4.974858351,1.617399121,5.269228633
7.364692669,-4.929815093,1.618061816,5.273060088
7.362724445,-4.884771836,1.618724511,5.276891542
7.360756222,-4.839728578,1.619387206,5.280722997
7.358787999,-4.794685321,1.620049901,5.284554451
7.356819776,-4.749642064,1.620712596,5.288385906
7.354851553,-4.704598806,1.621375291,5.292217361
7.352883329,-4.659555549,1.622037986,5.296048815
7.350915106,-4.614512291,1.622700681,5.29988027
7.348946883,-4.569469034,1.623363376,5.303711724
7.34697866,-4.524425777,1.624026071,5.307543179
7.345010437,-4.479382519,1.624688766,5.311374634
7.343042213,-4.434339262,1.625351461,5.315206088
7.34107399,-4.389296005,1.626014156,5.319037543
7.339105767,-4.344252747,1.626676851,5.322868998
7.337137544,-4.29920949,1.627339546,5.326700452
7.335169321,-4.254166232,1.628002241,5.330531907
7.333201097,-4.209122975,1.628664936,5.334363361
7.330974634,-4.164092891,1.629827073,5.337255153
7.328348899,-4.119083176,1.631761413,5.338694106
7.325723164,-4.074073461,1.633695753,5.340133059
7.323097429,-4.029063746,1.635630092,5.341572012
7.320471694,-3.984054031,1.637564432,5.343010966
7.317845959,-3.939044316,1.639498772,5.344449919
7.315220225,-3.894034601,1.641433112,5.345888872
7.31259449,-3.849024886,1.643367452,5.347327825
7.309968755,-3.804015171,1.645301791,5.348766778
7.30734302,-3.759005455,1.647236131,5.350205731
7.304717285,-3.71399574,1.649170471,5.351644684
7.30209155,-3.668986025,1.651104811,5.353083637
7.299465815,-3.62397631,1.653039151,5.35452259
7.29684008,-3.578966595,1.65497349,5.355961543
7.294214345,-3.53395688,1.65690783,5.357400496
7.29158861,-3.488947165,1.65884217,5.358839449
7.288962875,-3.44393745,1.66077651,5.360278402
7.28633714,-3.398927735,1.66271085,5.361717355
7.283711405,-3.353918019,1.664645189,5.363156308
7.28108567,-3.308908304,1.666579529,5.364595261
7.278459935,-3.263898589,1.668513869,5.366034214
7.2758342,-3.218888874,1.670448209,5.367473167
7.272601879,-3.173927559,1.672982399,5.367966775
7.268057037,-3.129070973,1.676814537,5.36641486
7.263512194,-3.084214387,1.680646675,5.364862945
7.258967352,-3.0393578,1.684478814,5.36331103
7.254422509,-2.994501214,1.688310952,5.361759116
7.249877666,-2.949644627,1.69214309,5.360207201
7.245332824,-2.904788041,1.695975228,5.358655286
7.240787981,-2.859931455,1.699807366,5.357103371
7.236243139,-2.815074868,1.703639504,5.355551456
7.231698296,-2.770218282,1.707471642,5.353999541
7.227153454,-2.725361695,1.711303781,5.352447626
7.222608611,-2.680505109,1.715135919,5.350895711
7.218063768,-2.635648522,1.718968057,5.349343796
7.213518926,-2.590791936,1.722800195,5.347791881
7.208974083,-2.54593535,1.726632333,5.346239966
7.204429241,-2.501078763,1.730464471,5.344688051
7.199884398,-2.456222177,1.734296609,5.343136136
7.195339556,-2.41136559,1.738128747,5.341584222
7.190794713,-2.366509004,1.741960886,5.340032307
7.18624987,-2.321652418,1.745793024,5.338480392
7.181705028,-2.276795831,1.749625162,5.336928477
7.177160185,-2.231939245,1.7534573,5.335376562
7.171703339,-2.187214223,1.757981566,5.33278914
7.163384755,-2.142902034,1.764677628,5.326952448
7.155066172,-2.098589845,1.771373689,5.321115756
7.146747588,-2.054277656,1.778069751,5.315279063
7.138429005,-2.009965467,1.784765813,5.309442371
7.130110421,-1.965653278,1.791461875,5.303605679
7.121791838,-1.921341088,1.798157936,5.297768987
7.113473255,-1.877028899,1.804853998,5.291932294
7.105154671,-1.83271671,1.81155006,5.286095602
7.096836088,-1.788404521,1.818246122,5.28025891
7.088517504,-1.744092332,1.824942183,5.274422218
7.080198921,-1.699780143,1.831638245,5.268585526
7.071880337,-1.655467953,1.838334307,5.262748833
7.063561754,-1.611155764,1.845030369,5.256912141
7.055243171,-1.566843575,1.85172643,5.251075449
7.046924587,-1.522531386,1.858422492,5.245238757
7.038606004,-1.478219197,1.865118554,5.239402065
7.03028742,-1.433907008,1.871814616,5.233565372
7.021968837,-1.389594819,1.878510677,5.22772868
7.013650253,-1.345282629,1.885206739,5.221891988
7.00533167,-1.30097044,1.891902801,5.216055296
6.997013087,-1.256658251,1.898598863,5.210218603
6.987318959,-1.212710979,1.906247929,5.203032747
6.972578441,-1.170102457,1.917393236,5.190897281
6.957837924,-1.127493936,1.928538543,5.178761816
6.943097407,-1.084885415,1.93968385,5.16662635
6.92835689,-1.042276893,1.950829157,5.154490885
6.913616373,-0.999668372,1.961974464,5.142355419
6.898875855,-0.957059851,1.973119771,5.130219954
6.884135338,-0.914451329,1.984265078,5.118084488
6.869394821,-0.871842808,1.995410385,5.105949023
6.854654304,-0.829234286,2.006555692,5.093813557
6.839913786,-0.786625765,2.017700999,5.081678092
6.825173269,-0.744017244,2.028846306,5.069542626
6.810432752,-0.701408722,2.039991613,5.05740716
6.795692235,-0.658800201,2.05113692,5.045271695
6.780951718,-0.61619168,2.062282227,5.033136229
6.7662112,-0.573583158,2.073427534,5.021000764
6.751470683,-0.530974637,2.084572841,5.008865298
6.736730166,-0.488366116,2.095718148,4.996729833
6.721989649,-0.445757594,2.106863455,4.984594367
6.707249132,-0.403149073,2.118008762,4.972458902
6.692508614,-0.360540552,2.129154069,4.960323436
6.677768097,-0.31793203,2.140299377,4.948187971
6.66099989,-0.276317329,2.152251287,4.934891163
6.636353169,-0.238564076,2.167337226,4.917082005
6.611706447,-0.200810824,2.182423165,4.899272846
6.587059726,-0.163057572,2.197509104,4.881463688
6.562413005,-0.125304319,2.212595043,4.863654529
6.537766283,-0.087551067,2.227680982,4.845845371
6.513119562,-0.049797814,2.242766921,4.828036213
6.488472841,-0.012044562,2.25785286,4.810227054
6.463826119,0.02570869,2.272938799,4.792417896
6.439179398,0.063461943,2.288024738,4.774608737
6.414532677,0.101215195,2.303110677,4.756799579
6.389885955,0.138968448,2.318196616,4.738990421
6.365239234,0.1767217,2.333282555,4.721181262
6.340592513,0.214474952,2.348368494,4.703372104
6.315945791,0.252228205,2.363454433,4.685562945
6.29129907,0.289981457,2.378540372,4.667753787
6.266652348,0.32773471,2.393626311,4.649944629
6.242005627,0.365487962,2.40871225,4.63213547
6.217358906,0.403241214,2.423798189,4.614326312
6.192712184,0.440994467,2.438884129,4.596517153
6.168065463,0.478747719,2.453970068,4.578707995
6.143418742,0.516500971,2.469056007,4.560898837
6.116189779,0.551877032,2.483772772,4.544950133
6.080599953,0.579556143,2.497294213,4.535025272
6.045010127,0.607235255,2.510815654,4.525100411
6.009420301,0.634914367,2.524337096,4.515175549
5.973830475,0.662593478,2.537858537,4.505250688
5.938240649,0.69027259,2.551379979,4.495325826
5.902650823,0.717951702,2.56490142,4.485400965
5.867060997,0.745630813,2.578422862,4.475476103
5.831471171,0.773309925,2.591944303,4.465551242
5.795881345,0.800989037,2.605465745,4.45562638
5.760291519,0.828668148,2.618987186,4.445701519
5.724701693,0.85634726,2.632508628,4.435776658
5.689111867,0.884026372,2.646030069,4.425851796
5.653522041,0.911705483,2.659551511,4.415926935
5.617932215,0.939384595,2.673072952,4.406002073
5.582342389,0.967063707,2.686594394,4.396077212
5.546752563,0.994742818,2.700115835,4.38615235
5.511162737,1.02242193,2.713637277,4.376227489
5.475572911,1.050101042,2.727158718,4.366302628
5.439983085,1.077780153,2.74068016,4.356377766
5.404393259,1.105459265,2.754201601,4.346452905
5.368803433,1.133138377,2.767723042,4.336528043
5.329827066,1.15482252,2.779216801,4.331765634
5.287749791,1.171017329,2.788853898,4.331730259
5.245672516,1.187212138,2.798490994,4.331694884
5.203595241,1.203406947,2.808128091,4.331659509
5.161517965,1.219601756,2.817765188,4.331624134
5.11944069,1.235796566,2.827402285,4.331588759
5.077363415,1.251991375,2.837039381,4.331553384
5.035286139,1.268186184,2.846676478,4.331518008
4.993208864,1.284380993,2.856313575,4.331482633
4.951131589,1.300575802,2.865950671,4.331447258
4.909054314,1.316770611,2.875587768,4.331411883
4.866977038,1.332965421,2.885224865,4.331376508
4.824899763,1.34916023,2.894861962,4.331341133
4.782822488,1.365355039,2.904499058,4.331305758
4.740745213,1.381549848,2.914136155,4.331270383
4.698667937,1.397744657,2.923773252,4.331235008
4.656590662,1.413939467,2.933410348,4.331199633
4.614513387,1.430134276,2.943047445,4.331164258
4.572436111,1.446329085,2.952684542,4.331128883
4.530358836,1.462523894,2.962321639,4.331093508
4.488281561,1.478718703,2.971958735,4.331058133
4.446204286,1.494913512,2.981595832,4.331022758
4.402195417,1.503924991,2.764923918,4.333173118
4.357670527,1.51101746,2.48779406,4.335907393
4.313145637,1.518109928,2.210664202,4.338641667
4.268620747,1.525202397,1.933534344,4.341375942
4.224095857,1.532294865,1.656404487,4.344110216
4.179570967,1.539387334,1.379274629,4.346844491
4.135046077,1.546479802,1.102144771,4.349578766
4.090521186,1.55357227,0.825014913,4.35231304
4.045996296,1.560664739,0.547885055,4.355047315
4.001471406,1.567757207,0.270755198,4.357781589
3.956946516,1.574849676,-0.00637466,4.360515864
3.912421626,1.581942144,-0.283504518,4.363250138
3.867896736,1.589034613,-0.560634376,4.365984413
3.823371846,1.596127081,-0.837764233,4.368718687
3.778846956,1.60321955,-1.114894091,4.371452962
3.734322066,1.610312018,-1.392023949,4.374187237
3.689797176,1.617404486,-1.669153807,4.376921511
3.645272286,1.624496955,-1.946283664,4.379655786
3.600747396,1.631589423,-2.223413522,4.38239006
3.556222506,1.638681892,-2.50054338,4.385124335
3.511697616,1.64577436,-2.777673238,4.387858609
3.467172726,1.652866829,-3.054803096,4.390592884
3.422262208,1.655085793,-3.137313079,4.39285876
3.377175969,1.655084036,-3.131140156,4.394911199
3.33208973,1.655082278,-3.124967233,4.396963638
3.287003491,1.655080521,-3.11879431,4.399016077
3.241917252,1.655078764,-3.112621386,4.401068517
3.196831013,1.655077007,-3.106448463,4.403120956
3.151744775,1.655075249,-3.10027554,4.405173395
3.106658536,1.655073492,-3.094102617,4.407225835
3.061572297,1.655071735,-3.087929694,4.409278274
3.016486058,1.655069978,-3.081756771,4.411330713
2.971399819,1.65506822,-3.075583848,4.413383152
2.92631358,1.655066463,-3.069410925,4.415435592
2.881227341,1.655064706,-3.063238002,4.417488031
2.836141103,1.655062949,-3.057065078,4.41954047
2.791054864,1.655061191,-3.050892155,4.42159291
2.745968625,1.655059434,-3.044719232,4.423645349
2.700882386,1.655057677,-3.038546309,4.425697788
2.655796147,1.65505592,-3.032373386,4.427750227
2.610709908,1.655054162,-3.026200463,4.429802667
2.565623669,1.655052405,-3.02002754,4.431855106
2.52053743,1.655050648,-3.013854617,4.433907545
2.475451192,1.655048891,-3.007681693,4.435959984
2.430526934,1.652699579,-3.001261408,4.437041714
2.385867729,1.646508912,-2.994436359,4.43653505
2.341208524,1.640318245,-2.987611311,4.436028385
2.296549319,1.634127577,-2.980786262,4.435521721
2.251890114,1.62793691,-2.973961213,4.435015056
2.207230909,1.621746243,-2.967136164,4.434508392
2.162571704,1.615555576,-2.960311115,4.434001728
2.1179125,1.609364909,-2.953486066,4.433495063
2.073253295,1.603174242,-2.946661017,4.432988399
2.02859409,1.596983575,-2.939835968,4.432481734
1.983934885,1.590792908,-2.933010919,4.43197507
1.93927568,1.584602241,-2.92618587,4.431468406
1.894616475,1.578411573,-2.919360821,4.430961741
1.84995727,1.572220906,-2.912535772,4.430455077
1.805298066,1.566030239,-2.905710723,4.429948412
1.760638861,1.559839572,-2.898885675,4.429441748
1.715979656,1.553648905,-2.892060626,4.428935084
1.671320451,1.547458238,-2.885235577,4.428428419
1.626661246,1.541267571,-2.878410528,4.427921755
1.582002041,1.535076904,-2.871585479,4.427415091
1.537342836,1.528886237,-2.86476043,4.426908426
1.492683631,1.522695569,-2.857935381,4.426401762
1.448478692,1.514404868,-2.85139662,4.422031574
1.405253485,1.501584946,-2.845475308,4.409328788
1.362028278,1.488765025,-2.839553995,4.396626002
1.31880307,1.475945103,-2.833632683,4.383923216
1.275577863,1.463125182,-2.827711371,4.37122043
1.232352656,1.45030526,-2.821790058,4.358517644
1.189127448,1.437485339,-2.815868746,4.345814858
1.145902241,1.424665418,-2.809947433,4.333112072
1.102677034,1.411845496,-2.804026121,4.320409286
1.059451826,1.399025575,-2.798104808,4.3077065
1.016226619,1.386205653,-2.792183496,4.295003713
0.973001411,1.373385732,-2.786262183,4.282300927
0.929776204,1.36056581,-2.780340871,4.269598141
0.886550997,1.347745889,-2.774419559,4.256895355
0.843325789,1.334925967,-2.768498246,4.244192569
0.800100582,1.322106046,-2.762576934,4.231489783
0.756875375,1.309286124,-2.756655621,4.218786997
0.713650167,1.296466203,-2.750734309,4.206084211
0.67042496,1.283646281,-2.744812996,4.193381425
0.627199752,1.27082636,-2.738891684,4.180678639
0.583974545,1.258006438,-2.732970371,4.167975853
0.540749338,1.245186517,-2.727049059,4.155273066
0.49752413,1.232366596,-2.721127746,4.14257028
0.455787482,1.215534301,-2.71263563,4.122280646
0.414659993,1.197060033,-2.703091469,4.098886264
0.373532504,1.178585765,-2.693547308,4.075491882
0.332405015,1.160111496,-2.684003148,4.0520975
0.291277526,1.141637228,-2.674458987,4.028703118
0.250150037,1.12316296,-2.664914826,4.005308736
0.209022548,1.104688691,-2.655370665,3.981914354
0.167895059,1.086214423,-2.645826505,3.958519972
0.12676757,1.067740155,-2.636282344,3.93512559
0.085640081,1.049265886,-2.626738183,3.911731208
0.044512592,1.030791618,-2.617194022,3.888336826
0.003385103,1.01231735,-2.607649862,3.864942444
-0.037742386,0.993843081,-2.598105701,3.841548062
-0.078869875,0.975368813,-2.58856154,3.818153679
-0.119997364,0.956894545,-2.579017379,3.794759297
-0.161124853,0.938420276,-2.569473219,3.771364915
-0.202252342,0.919946008,-2.559929058,3.747970533
-0.243379831,0.90147174,-2.550384897,3.724576151
-0.28450732,0.882997472,-2.540840736,3.701181769
-0.325634809,0.864523203,-2.531296575,3.677787387
-0.366762298,0.846048935,-2.521752415,3.654393005
-0.407889786,0.827574667,-2.512208254,3.630998623
-0.444950919,0.802103266,-2.440041972,3.590576874
-0.481363302,0.775515538,-2.357884912,3.547438566
-0.517775685,0.748927809,-2.275727852,3.504300259
-0.554188068,0.722340081,-2.193570793,3.461161951
-0.590600452,0.695752353,-2.111413733,3.418023644
-0.627012835,0.669164625,-2.029256673,3.374885336
-0.663425218,0.642576897,-1.947099614,3.331747029
-0.699837601,0.615989168,-1.864942554,3.288608721
-0.736249984,0.58940144,-1.782785494,3.245470413
-0.772662367,0.562813712,-1.700628435,3.202332106
-0.809074751,0.536225984,-1.618471375,3.159193798
-0.845487134,0.509638256,-1.536314315,3.116055491
-0.881899517,0.483050527,-1.454157256,3.072917183
